題名,作者,局部的,學位論文,主題,MESH主題,類型,摘要,內容,其他題名,相關題名,連續出版物,出版者,出版日期,版本,格式,頻率,附註,資源來源,,識別號,課程資訊,合訂,永久連結
Transformative dimensions of adult learning /,"Mezirow, Jack, 1923-",,,,,,,,,,,,,1st ed.,,,,google,,ISBN: 1555423396 (alk. paper),,,https://ncu.primo.exlibrisgroup.com/discovery/openurl?institution=886UST_NCU&vid=886UST_NCU:886UST_NCU&date=1991&aulast=Mezirow&genre=book&auinit=J&title=Transformative%20dimensions%20of%20adult%20learning&sid=google
